,anno,giornata,Home Team,Away Team,scorer,details
2083,2023,33,AC Milan,FC Internazionale Milano,Marcus Thuram,"Marcus Thuram, Destro, 12° gol stagionaleAssist:Alessandro Bastoni, Passaggio, 4° assist stagionale"
2084,2023,33,AC Milan,FC Internazionale Milano,Fikayo Tomori,"Fikayo Tomori, Colpo di testa, 4° gol stagionaleAssist: Senza assist"
2085,2023,34,FC Internazionale Milano,Torino FC,Hakan Çalhanoğlu,"Hakan Çalhanoğlu, Sinistro, 12° gol stagionaleAssist:Henrikh Mkhitaryan, Passaggio, 10° assist stagionale"
2086,2023,34,FC Internazionale Milano,Torino FC,Hakan Çalhanoğlu,"Hakan Çalhanoğlu, Rigore, 13° gol stagionaleAssist:Marcus Thuram, Rigore: fallo ai danni di"
2087,2023,35,US Sassuolo Calcio,FC Internazionale Milano,Armand Laurienté,"Armand Laurienté, Destro, 5° gol stagionaleAssist:Josh Doig, Passaggio, 2° assist stagionale"
2088,2023,36,Frosinone Calcio,FC Internazionale Milano,Davide Frattesi,"Davide Frattesi, Tap-in, 6° gol stagionaleAssist:Marcus Thuram, Passaggio, 13° assist stagionale"
2089,2023,36,Frosinone Calcio,FC Internazionale Milano,Marko Arnautovic,"Marko Arnautovic, Destro, 3° gol stagionaleAssist:Davide Frattesi, Passaggio, 3° assist stagionale"
2090,2023,36,Frosinone Calcio,FC Internazionale Milano,Tajon Buchanan,"Tajon Buchanan, Destro, 1° gol stagionaleAssist:Stefano Sensi, Passaggio, 1° assist stagionale"
2091,2023,36,Frosinone Calcio,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Sinistro, 24° gol stagionaleAssist: Senza assist"
2092,2023,36,Frosinone Calcio,FC Internazionale Milano,Marcus Thuram,"Marcus Thuram, Azione in contropiede, 13° gol stagionaleAssist:Lautaro Martínez, Passaggio, 6° assist stagionale"
2093,2023,37,FC Internazionale Milano,SS Lazio,Daichi Kamada,"Daichi Kamada, Sinistro, 2° gol stagionaleAssist:Nicolò Rovella, Passaggio, 2° assist stagionale"
2094,2023,37,FC Internazionale Milano,SS Lazio,Denzel Dumfries,"Denzel Dumfries, Colpo di testa, 4° gol stagionaleAssist:Alexis Sánchez, Cross, 5° assist stagionale"
2095,2023,38,Hellas Verona FC,FC Internazionale Milano,Marko Arnautovic,"Marko Arnautovic, Destro, 4° gol stagionaleAssist:Yann Bisseck, Colpo di testa, 1° assist stagionale"
2096,2023,38,Hellas Verona FC,FC Internazionale Milano,Tijjani Noslin,"Tijjani Noslin, Azione in contropiede, 5° gol stagionaleAssist:Tomas Suslov, Passaggio, 5° assist stagionale"
2097,2023,38,Hellas Verona FC,FC Internazionale Milano,Tomas Suslov,"Tomas Suslov, Sinistro, 3° gol stagionaleAssist:Tijjani Noslin, Passaggio, 4° assist stagionale"
2098,2023,38,Hellas Verona FC,FC Internazionale Milano,Marko Arnautovic,"Marko Arnautovic, Destro, 5° gol stagionaleAssist:Davide Frattesi, Passaggio, 4° assist stagionale"
2099,2023,1,Bologna FC 1909,AC Milan,Olivier Giroud,"Olivier Giroud, Destro, 1° gol stagionaleAssist:Tijjani Reijnders, Passaggio, 1° assist stagionale"
2100,2023,1,Bologna FC 1909,AC Milan,Christian Pulisic,"Christian Pulisic, Destro, 1° gol stagionaleAssist:Olivier Giroud, Passaggio, 1° assist stagionale"
2101,2023,2,AC Milan,Torino FC,Christian Pulisic,"Christian Pulisic, Azione in contropiede, 2° gol stagionaleAssist:Ruben Loftus-Cheek, Passaggio, 1° assist stagionale"
2102,2023,2,AC Milan,Torino FC,Perr Schuurs,"Perr Schuurs, Destro, 1° gol stagionaleAssist:Samuele Ricci, Tiro in porta, 1° assist stagionale"
2103,2023,2,AC Milan,Torino FC,Olivier Giroud,"Olivier Giroud, Rigore, 2° gol stagionaleAssist: Rigore: mani diAlessandro Buongiorno"
2104,2023,2,AC Milan,Torino FC,Theo Hernández,"Theo Hernández, Sinistro, 1° gol stagionaleAssist:Rafael Leão, Passaggio, 1° assist stagionale"
2105,2023,2,AC Milan,Torino FC,Olivier Giroud,"Olivier Giroud, Rigore, 3° gol stagionaleAssist:Rafael Leão, Rigore: fallo ai danni di"
2106,2023,3,AS Roma,AC Milan,Olivier Giroud,"Olivier Giroud, Rigore, 4° gol stagionaleAssist:Ruben Loftus-Cheek, Rigore: fallo ai danni di"
2107,2023,3,AS Roma,AC Milan,Rafael Leão,"Rafael Leão, Destro, 1° gol stagionaleAssist:Davide Calabria, Cross, 1° assist stagionale"
2108,2023,3,AS Roma,AC Milan,Leonardo Spinazzola,"Leonardo Spinazzola, Tiro deviato, 1° gol stagionaleAssist:Edoardo Bove, Passaggio, 1° assist stagionale"
2109,2023,4,FC Internazionale Milano,AC Milan,Henrikh Mkhitaryan,"Henrikh Mkhitaryan, Sinistro, 1° gol stagionaleAssist:Federico Dimarco, Passaggio, 3° assist stagionale"
2110,2023,4,FC Internazionale Milano,AC Milan,Marcus Thuram,"Marcus Thuram, Destro, 2° gol stagionaleAssist:Denzel Dumfries, Passaggio, 2° assist stagionale"
2111,2023,4,FC Internazionale Milano,AC Milan,Rafael Leão,"Rafael Leão, Destro, 2° gol stagionaleAssist:Olivier Giroud, Passaggio, 2° assist stagionale"
2112,2023,4,FC Internazionale Milano,AC Milan,Henrikh Mkhitaryan,"Henrikh Mkhitaryan, Destro, 2° gol stagionaleAssist:Lautaro Martínez, Passaggio, 1° assist stagionale"
2113,2023,4,FC Internazionale Milano,AC Milan,Hakan Çalhanoğlu,"Hakan Çalhanoğlu, Rigore, 2° gol stagionaleAssist:Lautaro Martínez, Rigore: fallo ai danni di"
2114,2023,4,FC Internazionale Milano,AC Milan,Davide Frattesi,"Davide Frattesi, Azione in contropiede, 1° gol stagionaleAssist:Henrikh Mkhitaryan, Passaggio, 1° assist stagionale"
2115,2023,5,AC Milan,Hellas Verona FC,Rafael Leão,"Rafael Leão, Destro, 3° gol stagionaleAssist:Olivier Giroud, Passaggio, 3° assist stagionale"
2116,2023,6,Cagliari Calcio,AC Milan,Zito Luvumbo,"Zito Luvumbo, Sinistro, 2° gol stagionaleAssist:Nahitan Nández, Passaggio, 1° assist stagionale"
2117,2023,6,Cagliari Calcio,AC Milan,Noah Okafor,"Noah Okafor, Sinistro, 1° gol stagionaleAssist: Senza assist"
2118,2023,6,Cagliari Calcio,AC Milan,Fikayo Tomori,"Fikayo Tomori, Destro, 1° gol stagionaleAssist:Tijjani Reijnders, Cross, 2° assist stagionale"
2119,2023,6,Cagliari Calcio,AC Milan,Ruben Loftus-Cheek,"Ruben Loftus-Cheek, Destro, 1° gol stagionaleAssist:Christian Pulisic, Passaggio, 1° assist stagionale"
2120,2023,7,AC Milan,SS Lazio,Christian Pulisic,"Christian Pulisic, Sinistro, 3° gol stagionaleAssist:Rafael Leão, Passaggio, 3° assist stagionale"
2121,2023,7,AC Milan,SS Lazio,Noah Okafor,"Noah Okafor, Destro, 2° gol stagionaleAssist:Rafael Leão, Passaggio, 4° assist stagionale"
2122,2023,8,Genoa CFC,AC Milan,Christian Pulisic,"Christian Pulisic, Sinistro, 4° gol stagionaleAssist:Yunus Musah, Cross, 1° assist stagionale"
2123,2023,9,AC Milan,Juventus FC,Manuel Locatelli,"Manuel Locatelli, Tiro deviato, 1° gol stagionaleAssist:Timothy Weah, Passaggio, 1° assist stagionale"
2124,2023,10,SSC Napoli,AC Milan,Olivier Giroud,"Olivier Giroud, Colpo di testa, 5° gol stagionaleAssist:Christian Pulisic, Cross, 2° assist stagionale"
2125,2023,10,SSC Napoli,AC Milan,Olivier Giroud,"Olivier Giroud, Colpo di testa, 6° gol stagionaleAssist:Davide Calabria, Cross, 2° assist stagionale"
2126,2023,10,SSC Napoli,AC Milan,Matteo Politano,"Matteo Politano, Sinistro, 5° gol stagionaleAssist:Giovanni Di Lorenzo, Passaggio, 3° assist stagionale"
2127,2023,10,SSC Napoli,AC Milan,Giacomo Raspadori,"Giacomo Raspadori, Punizione, 2° gol stagionaleAssist: Senza assist"
2128,2023,11,AC Milan,Udinese Calcio,Roberto Pereyra,"Roberto Pereyra, Rigore, 1° gol stagionaleAssist:Festy Ebosele, Rigore: fallo ai danni di"
2129,2023,12,US Lecce,AC Milan,Olivier Giroud,"Olivier Giroud, 7° gol stagionaleAssist:Theo Hernández, Passaggio, 1° assist stagionale"
2130,2023,12,US Lecce,AC Milan,Tijjani Reijnders,"Tijjani Reijnders, Destro, 1° gol stagionaleAssist:Samuel Chukwueze, Passaggio, 1° assist stagionale"
2131,2023,12,US Lecce,AC Milan,Nicola Sansone,"Nicola Sansone, Sinistro, 1° gol stagionaleAssist:Alexis Blin, 1° assist stagionale"
2132,2023,12,US Lecce,AC Milan,Lameck Banda,"Lameck Banda, Sinistro, 1° gol stagionaleAssist:Nicola Sansone, Passaggio, 2° assist stagionale"
2133,2023,13,AC Milan,ACF Fiorentina,Theo Hernández,"Theo Hernández, Rigore, 2° gol stagionaleAssist:Theo Hernández, Rigore: fallo ai danni di"
2134,2023,14,AC Milan,Frosinone Calcio,Luka Jović,"Luka Jović, Sinistro, 1° gol stagionaleAssist: Senza assist"
2135,2023,14,AC Milan,Frosinone Calcio,Christian Pulisic,"Christian Pulisic, Destro, 5° gol stagionaleAssist:Mike Maignan, Passaggio, 1° assist stagionale"
2136,2023,14,AC Milan,Frosinone Calcio,Fikayo Tomori,"Fikayo Tomori, Destro, 2° gol stagionaleAssist:Luka Jović, Passaggio, 1° assist stagionale"
2137,2023,14,AC Milan,Frosinone Calcio,Marco Brescianini,"Marco Brescianini, Punizione, 2° gol stagionaleAssist: Senza assist"
2138,2023,15,Atalanta BC,AC Milan,Ademola Lookman,"Ademola Lookman, Destro, 5° gol stagionaleAssist:Teun Koopmeiners, Passaggio, 3° assist stagionale"
2139,2023,15,Atalanta BC,AC Milan,Olivier Giroud,"Olivier Giroud, Colpo di testa, 8° gol stagionaleAssist:Alessandro Florenzi, Corner, 1° assist stagionale"
2140,2023,15,Atalanta BC,AC Milan,Ademola Lookman,"Ademola Lookman, Destro, 6° gol stagionaleAssist:Charles De Ketelaere, Cross, 3° assist stagionale"
2141,2023,15,Atalanta BC,AC Milan,Luka Jović,"Luka Jović, Sinistro, 2° gol stagionaleAssist:Christian Pulisic, Cross, 3° assist stagionale"
2142,2023,15,Atalanta BC,AC Milan,Luis Muriel,"Luis Muriel, Destro, 1° gol stagionaleAssist:Aleksey Miranchuk, Passaggio, 1° assist stagionale"
2143,2023,16,AC Milan,AC Monza,Tijjani Reijnders,"Tijjani Reijnders, Destro, 2° gol stagionaleAssist:Christian Pulisic, Passaggio, 4° assist stagionale"
2144,2023,16,AC Milan,AC Monza,Jan-Carlo Simić,"Jan-Carlo Simić, Destro, 1° gol stagionaleAssist:Rafael Leão, Passaggio, 5° assist stagionale"
2145,2023,16,AC Milan,AC Monza,Noah Okafor,"Noah Okafor, Destro, 3° gol stagionaleAssist:Olivier Giroud, Passaggio, 4° assist stagionale"
2146,2023,17,US Salernitana 1919,AC Milan,Fikayo Tomori,"Fikayo Tomori, Colpo di testa, 3° gol stagionaleAssist: Senza assist"
2147,2023,17,US Salernitana 1919,AC Milan,Federico Fazio,"Federico Fazio, Colpo di testa, 1° gol stagionaleAssist:Antonio Candreva, Corner, 4° assist stagionale"
2148,2023,17,US Salernitana 1919,AC Milan,Antonio Candreva,"Antonio Candreva, Destro, 4° gol stagionaleAssist:Grigoris Kastanos, Passaggio, 2° assist stagionale"
2149,2023,17,US Salernitana 1919,AC Milan,Luka Jović,"Luka Jović, Sinistro, 3° gol stagionaleAssist:Olivier Giroud, Colpo di testa, 5° assist stagionale"
2150,2023,18,AC Milan,US Sassuolo Calcio,Christian Pulisic,"Christian Pulisic, Destro, 6° gol stagionaleAssist:Ismaël Bennacer, Passaggio, 1° assist stagionale"
2151,2023,19,Empoli FC,AC Milan,Ruben Loftus-Cheek,"Ruben Loftus-Cheek, Destro, 2° gol stagionaleAssist:Rafael Leão, Passaggio, 6° assist stagionale"
2152,2023,19,Empoli FC,AC Milan,Olivier Giroud,"Olivier Giroud, Rigore, 9° gol stagionaleAssist: Rigore: mani diYoussef Maleh"
2153,2023,19,Empoli FC,AC Milan,Chaka Traorè,"Chaka Traorè, Azione in contropiede, 1° gol stagionaleAssist:Christian Pulisic, Passaggio, 5° assist stagionale"
2154,2023,20,AC Milan,AS Roma,Yacine Adli,"Yacine Adli, Sinistro, 1° gol stagionaleAssist:Tijjani Reijnders, Passaggio, 3° assist stagionale"
2155,2023,20,AC Milan,AS Roma,Olivier Giroud,"Olivier Giroud, Colpo di testa, 10° gol stagionaleAssist:Simon Kjær, Passaggio, 1° assist stagionale"
2156,2023,20,AC Milan,AS Roma,Leandro Paredes,"Leandro Paredes, Rigore, 1° gol stagionaleAssist:Lorenzo Pellegrini, Rigore: fallo ai danni di"
2157,2023,20,AC Milan,AS Roma,Theo Hernández,"Theo Hernández, Sinistro, 3° gol stagionaleAssist:Olivier Giroud, Passaggio, 6° assist stagionale"
2158,2023,21,Udinese Calcio,AC Milan,Ruben Loftus-Cheek,"Ruben Loftus-Cheek, Destro, 3° gol stagionaleAssist:Theo Hernández, Passaggio, 2° assist stagionale"
2159,2023,21,Udinese Calcio,AC Milan,Lazar Samardžić,"Lazar Samardžić, Sinistro, 3° gol stagionaleAssist:Lorenzo Lucca, Passaggio, 3° assist stagionale"
2160,2023,21,Udinese Calcio,AC Milan,Florian Thauvin,"Florian Thauvin, Sinistro, 4° gol stagionaleAssist: Senza assist"
2161,2023,21,Udinese Calcio,AC Milan,Luka Jović,"Luka Jović, Colpo di testa, 4° gol stagionaleAssist: Senza assist"
2162,2023,21,Udinese Calcio,AC Milan,Noah Okafor,"Noah Okafor, Destro, 4° gol stagionaleAssist:Olivier Giroud, 7° assist stagionale"
2163,2023,22,AC Milan,Bologna FC 1909,Joshua Zirkzee,"Joshua Zirkzee, Destro, 8° gol stagionaleAssist:Riccardo Calafiori, Passaggio, 1° assist stagionale"
2164,2023,22,AC Milan,Bologna FC 1909,Ruben Loftus-Cheek,"Ruben Loftus-Cheek, Destro, 4° gol stagionaleAssist:Davide Calabria, Cross, 3° assist stagionale"
2165,2023,22,AC Milan,Bologna FC 1909,Ruben Loftus-Cheek,"Ruben Loftus-Cheek, Colpo di testa, 5° gol stagionaleAssist:Alessandro Florenzi, Cross, 2° assist stagionale"
2166,2023,22,AC Milan,Bologna FC 1909,Riccardo Orsolini,"Riccardo Orsolini, Rigore, 6° gol stagionaleAssist:Victor Kristiansen, Rigore: fallo ai danni di"
2167,2023,23,Frosinone Calcio,AC Milan,Olivier Giroud,"Olivier Giroud, Colpo di testa, 11° gol stagionaleAssist:Rafael Leão, Cross, 7° assist stagionale"
2168,2023,23,Frosinone Calcio,AC Milan,Matías Soulé,"Matías Soulé, Rigore, 10° gol stagionaleAssist: Rigore: mani diRafael Leão"
2169,2023,23,Frosinone Calcio,AC Milan,Luca Mazzitelli,"Luca Mazzitelli, Destro, 4° gol stagionaleAssist:Matías Soulé, Passaggio, 2° assist stagionale"
2170,2023,23,Frosinone Calcio,AC Milan,Matteo Gabbia,"Matteo Gabbia, Colpo di testa, 1° gol stagionaleAssist:Olivier Giroud, Passaggio, 8° assist stagionale"
2171,2023,23,Frosinone Calcio,AC Milan,Luka Jović,"Luka Jović, Destro, 5° gol stagionaleAssist: Senza assist"
2172,2023,24,AC Milan,SSC Napoli,Theo Hernández,"Theo Hernández, Sinistro, 4° gol stagionaleAssist:Rafael Leão, Passaggio, 8° assist stagionale"
2173,2023,25,AC Monza,AC Milan,Matteo Pessina,"Matteo Pessina, Rigore, 3° gol stagionaleAssist:Milan Djuric, Rigore: fallo ai danni di"
2174,2023,25,AC Monza,AC Milan,Dany Mota,"Dany Mota, Azione in contropiede, 3° gol stagionaleAssist:Andrea Colpani, Passaggio, 2° assist stagionale"
2175,2023,25,AC Monza,AC Milan,Olivier Giroud,"Olivier Giroud, Sinistro, 12° gol stagionaleAssist:Christian Pulisic, Passaggio, 6° assist stagionale"
2176,2023,25,AC Monza,AC Milan,Christian Pulisic,"Christian Pulisic, Sinistro, 7° gol stagionaleAssist:Malick Thiaw, Passaggio, 1° assist stagionale"
2177,2023,25,AC Monza,AC Milan,Warren Bondo,"Warren Bondo, Destro, 1° gol stagionaleAssist:Daniel Maldini, Passaggio, 1° assist stagionale"
2178,2023,25,AC Monza,AC Milan,Lorenzo Colombo,"Lorenzo Colombo, Azione in contropiede, 4° gol stagionaleAssist:Matteo Pessina, Passaggio, 2° assist stagionale"
2179,2023,26,AC Milan,Atalanta BC,Rafael Leão,"Rafael Leão, Destro, 4° gol stagionaleAssist:Theo Hernández, Passaggio, 3° assist stagionale"
2180,2023,26,AC Milan,Atalanta BC,Teun Koopmeiners,"Teun Koopmeiners, Rigore, 8° gol stagionaleAssist:Emil Holm, Rigore: fallo ai danni di"
2181,2023,27,SS Lazio,AC Milan,Noah Okafor,"Noah Okafor, Destro, 5° gol stagionaleAssist: Senza assist"
2182,2023,28,AC Milan,Empoli FC,Christian Pulisic,"Christian Pulisic, Sinistro, 8° gol stagionaleAssist:Noah Okafor, Passaggio, 1° assist stagionale"
2183,2023,29,Hellas Verona FC,AC Milan,Theo Hernández,"Theo Hernández, Sinistro, 5° gol stagionaleAssist: Senza assist"
2184,2023,29,Hellas Verona FC,AC Milan,Christian Pulisic,"Christian Pulisic, Destro, 9° gol stagionaleAssist: Senza assist"
2185,2023,29,Hellas Verona FC,AC Milan,Tijjani Noslin,"Tijjani Noslin, Destro, 2° gol stagionaleAssist: Senza assist"
2186,2023,29,Hellas Verona FC,AC Milan,Samuel Chukwueze,"Samuel Chukwueze, Sinistro, 1° gol stagionaleAssist: Senza assist"
2187,2023,30,ACF Fiorentina,AC Milan,Ruben Loftus-Cheek,"Ruben Loftus-Cheek, Sinistro, 6° gol stagionaleAssist:Rafael Leão, Passaggio, 9° assist stagionale"
2188,2023,30,ACF Fiorentina,AC Milan,Alfred Duncan,"Alfred Duncan, Sinistro, 2° gol stagionaleAssist:Lucas Beltrán, Passaggio, 2° assist stagionale"
2189,2023,30,ACF Fiorentina,AC Milan,Rafael Leão,"Rafael Leão, Destro, 5° gol stagionaleAssist:Tijjani Reijnders, Passaggio, 4° assist stagionale"
2190,2023,31,AC Milan,US Lecce,Christian Pulisic,"Christian Pulisic, Sinistro, 10° gol stagionaleAssist:Samuel Chukwueze, Passaggio, 2° assist stagionale"
2191,2023,31,AC Milan,US Lecce,Olivier Giroud,"Olivier Giroud, Colpo di testa, 13° gol stagionaleAssist:Yacine Adli, Corner, 1° assist stagionale"
2192,2023,31,AC Milan,US Lecce,Rafael Leão,"Rafael Leão, Sinistro, 6° gol stagionaleAssist:Yacine Adli, Passaggio, 2° assist stagionale"
2193,2023,32,US Sassuolo Calcio,AC Milan,Andrea Pinamonti,"Andrea Pinamonti, Destro, 10° gol stagionaleAssist:Kristian Thorstvedt, Passaggio, 1° assist stagionale"
2194,2023,32,US Sassuolo Calcio,AC Milan,Armand Laurienté,"Armand Laurienté, Sinistro, 3° gol stagionaleAssist: Senza assist"
2195,2023,32,US Sassuolo Calcio,AC Milan,Rafael Leão,"Rafael Leão, Destro, 7° gol stagionaleAssist:Yunus Musah, Passaggio, 2° assist stagionale"
2196,2023,32,US Sassuolo Calcio,AC Milan,Armand Laurienté,"Armand Laurienté, Destro, 4° gol stagionaleAssist:Grégoire Defrel, Passaggio, 2° assist stagionale"
2197,2023,32,US Sassuolo Calcio,AC Milan,Luka Jović,"Luka Jović, Sinistro, 6° gol stagionaleAssist: Senza assist"
2198,2023,32,US Sassuolo Calcio,AC Milan,Noah Okafor,"Noah Okafor, Destro, 6° gol stagionaleAssist:Matteo Gabbia, 1° assist stagionale"
2199,2023,33,AC Milan,FC Internazionale Milano,Francesco Acerbi,"Francesco Acerbi, Colpo di testa, 3° gol stagionaleAssist:Benjamin Pavard, Passaggio, 2° assist stagionale"
2200,2023,33,AC Milan,FC Internazionale Milano,Marcus Thuram,"Marcus Thuram, Destro, 12° gol stagionaleAssist:Alessandro Bastoni, Passaggio, 4° assist stagionale"
2201,2023,33,AC Milan,FC Internazionale Milano,Fikayo Tomori,"Fikayo Tomori, Colpo di testa, 4° gol stagionaleAssist: Senza assist"
2202,2023,34,Juventus FC,AC Milan,NAN,NAN
2203,2023,35,AC Milan,Genoa CFC,Mateo Retegui,"Mateo Retegui, Rigore, 7° gol stagionaleAssist:Alessandro Vogliacco, Rigore: fallo ai danni di"
2204,2023,35,AC Milan,Genoa CFC,Alessandro Florenzi,"Alessandro Florenzi, Colpo di testa, 1° gol stagionaleAssist:Samuel Chukwueze, Cross, 3° assist stagionale"
2205,2023,35,AC Milan,Genoa CFC,Caleb Ekuban,"Caleb Ekuban, Colpo di testa, 4° gol stagionaleAssist:Alessandro Vogliacco, Cross, 2° assist stagionale"
2206,2023,35,AC Milan,Genoa CFC,Matteo Gabbia,"Matteo Gabbia, Colpo di testa, 2° gol stagionaleAssist:Alessandro Florenzi, Corner, 3° assist stagionale"
2207,2023,35,AC Milan,Genoa CFC,Olivier Giroud,"Olivier Giroud, Sinistro, 14° gol stagionaleAssist:Christian Pulisic, Cross, 7° assist stagionale"
2208,2023,35,AC Milan,Genoa CFC,Malick Thiaw,"Malick Thiaw, AutoreteAssist: Senza assist"
2209,2023,36,AC Milan,Cagliari Calcio,Ismaël Bennacer,"Ismaël Bennacer, Sinistro, 1° gol stagionaleAssist: Senza assist"
2210,2023,36,AC Milan,Cagliari Calcio,Christian Pulisic,"Christian Pulisic, Azione in contropiede, 11° gol stagionaleAssist:Rafael Leão, Passaggio, 10° assist stagionale"
2211,2023,36,AC Milan,Cagliari Calcio,Nahitan Nández,"Nahitan Nández, Destro, 2° gol stagionaleAssist:Gabriele Zappa, Cross, 3° assist stagionale"
2212,2023,36,AC Milan,Cagliari Calcio,Tijjani Reijnders,"Tijjani Reijnders, Destro, 3° gol stagionaleAssist:Theo Hernández, Passaggio, 4° assist stagionale"
2213,2023,36,AC Milan,Cagliari Calcio,Rafael Leão,"Rafael Leão, Azione in contropiede, 8° gol stagionaleAssist:Ismaël Bennacer, Passaggio, 2° assist stagionale"
2214,2023,36,AC Milan,Cagliari Calcio,Christian Pulisic,"Christian Pulisic, Destro, 12° gol stagionaleAssist:Noah Okafor, Cross, 2° assist stagionale"
2215,2023,37,Torino FC,AC Milan,Duván Zapata,"Duván Zapata, Colpo di testa, 13° gol stagionaleAssist:Ricardo Rodríguez, Cross, 2° assist stagionale"
2216,2023,37,Torino FC,AC Milan,Ivan Ilić,"Ivan Ilić, Colpo di testa, 3° gol stagionaleAssist:Raoul Bellanova, Cross, 7° assist stagionale"
2217,2023,37,Torino FC,AC Milan,Ricardo Rodríguez,"Ricardo Rodríguez, Sinistro, 1° gol stagionaleAssist:Pietro Pellegri, 1° assist stagionale"
2218,2023,37,Torino FC,AC Milan,Ismaël Bennacer,"Ismaël Bennacer, Rigore, 2° gol stagionaleAssist:Christian Pulisic, Rigore: fallo ai danni di"
2219,2023,38,AC Milan,US Salernitana 1919,Rafael Leão,"Rafael Leão, Destro, 9° gol stagionaleAssist: Senza assist"
2220,2023,38,AC Milan,US Salernitana 1919,Olivier Giroud,"Olivier Giroud, Sinistro, 15° gol stagionaleAssist:Alessandro Florenzi, Corner, 4° assist stagionale"
2221,2023,38,AC Milan,US Salernitana 1919,Simy,"Simy, Colpo di testa, 2° gol stagionaleAssist:Junior Sambia, Corner, 2° assist stagionale"
2222,2023,38,AC Milan,US Salernitana 1919,Davide Calabria,"Davide Calabria, Colpo di testa, 1° gol stagionaleAssist:Christian Pulisic, Cross, 9° assist stagionale"
2223,2023,38,AC Milan,US Salernitana 1919,Junior Sambia,"Junior Sambia, Sinistro, 1° gol stagionaleAssist: Senza assist"
2224,2023,38,AC Milan,US Salernitana 1919,Simy,"Simy, Tap-in, 3° gol stagionaleAssist: Senza assist"
2225,2023,1,Frosinone Calcio,SSC Napoli,Abdou Harroui,"Abdou Harroui, Rigore, 1° gol stagionaleAssist:Jaime Báez, Rigore: fallo ai danni di"
2226,2023,1,Frosinone Calcio,SSC Napoli,Matteo Politano,"Matteo Politano, Azione in contropiede, 1° gol stagionaleAssist: Senza assist"
2227,2023,1,Frosinone Calcio,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 1° gol stagionaleAssist:Giovanni Di Lorenzo, Passaggio, 1° assist stagionale"
2228,2023,1,Frosinone Calcio,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 2° gol stagionaleAssist:Giovanni Di Lorenzo, Passaggio, 2° assist stagionale"
2229,2023,2,SSC Napoli,US Sassuolo Calcio,Victor Osimhen,"Victor Osimhen, Rigore, 3° gol stagionaleAssist:Matteo Politano, Rigore: fallo ai danni di"
2230,2023,2,SSC Napoli,US Sassuolo Calcio,Giovanni Di Lorenzo,"Giovanni Di Lorenzo, Destro, 1° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 1° assist stagionale"
2231,2023,3,SSC Napoli,SS Lazio,Luis Alberto,"Luis Alberto, Destro, 1° gol stagionaleAssist:Felipe Anderson, Passaggio, 1° assist stagionale"
2232,2023,3,SSC Napoli,SS Lazio,Piotr Zieliński,"Piotr Zieliński, Tiro dalla distanza, 1° gol stagionaleAssist: Senza assist"
2233,2023,3,SSC Napoli,SS Lazio,Daichi Kamada,"Daichi Kamada, Sinistro, 1° gol stagionaleAssist:Felipe Anderson, Passaggio, 2° assist stagionale"
2234,2023,4,Genoa CFC,SSC Napoli,Mattia Bani,"Mattia Bani, Colpo di testa, 1° gol stagionaleAssist:Koni De Winter, Colpo di testa, 1° assist stagionale"
2235,2023,4,Genoa CFC,SSC Napoli,Mateo Retegui,"Mateo Retegui, Sinistro, 2° gol stagionaleAssist:Kevin Strootman, Passaggio, 1° assist stagionale"
2236,2023,4,Genoa CFC,SSC Napoli,Giacomo Raspadori,"Giacomo Raspadori, Sinistro, 1° gol stagionaleAssist:Jens Cajuste, Passaggio, 1° assist stagionale"
2237,2023,4,Genoa CFC,SSC Napoli,Matteo Politano,"Matteo Politano, Sinistro, 2° gol stagionaleAssist:Piotr Zieliński, Passaggio, 1° assist stagionale"
2238,2023,5,Bologna FC 1909,SSC Napoli,NAN,NAN
2239,2023,6,SSC Napoli,Udinese Calcio,Piotr Zieliński,"Piotr Zieliński, Rigore, 2° gol stagionaleAssist:Khvicha Kvaratskhelia, Rigore: fallo ai danni di"
2240,2023,6,SSC Napoli,Udinese Calcio,Victor Osimhen,"Victor Osimhen, Destro, 4° gol stagionaleAssist:Matteo Politano, Passaggio, 2° assist stagionale"
2241,2023,6,SSC Napoli,Udinese Calcio,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Destro, 1° gol stagionaleAssist: Senza assist"
2242,2023,6,SSC Napoli,Udinese Calcio,Lazar Samardžić,"Lazar Samardžić, Destro, 2° gol stagionaleAssist:Isaac Success, Passaggio, 1° assist stagionale"
2243,2023,6,SSC Napoli,Udinese Calcio,Giovanni Simeone,"Giovanni Simeone, Colpo di testa, 1° gol stagionaleAssist:Khvicha Kvaratskhelia, Cross, 3° assist stagionale"
2244,2023,7,US Lecce,SSC Napoli,Leo Østigård,"Leo Østigård, Colpo di testa, 1° gol stagionaleAssist:Piotr Zieliński, Cross, 2° assist stagionale"
2245,2023,7,US Lecce,SSC Napoli,Victor Osimhen,"Victor Osimhen, Colpo di testa, 5° gol stagionaleAssist:Khvicha Kvaratskhelia, Cross, 4° assist stagionale"
2246,2023,7,US Lecce,SSC Napoli,Gianluca Gaetano,"Gianluca Gaetano, Destro, 1° gol stagionaleAssist:Giacomo Raspadori, Passaggio, 1° assist stagionale"
